First_name,Last_name,DOB,Gender,Type,Term_start,Term_end,State
Abel,Wilder,1828-03-18,M,rep,1863-12-07,1865-03-03,KS
Henry,Worthington,1828-02-09,M,rep,1863-12-07,1865-03-03,NV
William,Wright,1794-11-13,M,rep,1843-12-04,1845-03-03,NJ
George,Yeaman,1829-11-01,M,rep,1861-07-04,1863-03-03,KY
Nathan,Farwell,1812-02-24,M,sen,1864-01-01,1865-03-03,ME
George,Riddle,#N/A,M,rep,1851-12-01,1853-03-03,DE
John,Alley,1817-01-07,M,rep,1859-12-05,1861-03-03,MA
Sydenham,Ancona,1824-11-20,M,rep,1861-07-04,1863-03-03,PA
Abraham,Barker,1816-03-30,M,rep,1865-12-04,1867-03-03,PA
Portus,Baxter,1806-12-04,M,rep,1861-07-04,1863-03-03,VT
Teunis,Bergen,1806-10-06,M,rep,1865-12-04,1867-03-03,NY
John,Bidwell,1819-08-05,M,rep,1865-12-04,1867-03-03,CA
Henry,Blow,1817-07-15,M,rep,1863-12-07,1865-03-03,MO
Augustus,Brandegee,1828-07-15,M,rep,1863-12-07,1865-03-03,CT
William,Campbell,1807-02-01,M,rep,1837-09-04,1839-03-03,TN
Edmund,Cooper,1821-09-11,M,rep,1865-12-04,1867-03-03,TN
John,Creswell,1828-11-18,M,rep,1863-12-07,1865-03-03,MD
Charles,Culver,1830-09-06,M,rep,1865-12-04,1867-03-03,PA
William,Darling,1817-12-27,M,rep,1865-12-04,1867-03-03,NY
Thomas,Davis,1810-08-22,M,rep,1863-12-07,1865-03-03,NY
John,Dawson,1813-02-07,M,rep,1851-12-01,1853-03-03,PA
Joseph,Defrees,1812-05-13,M,rep,1865-12-04,1867-03-03,IN
Henry,Deming,1815-05-23,M,rep,1863-12-07,1865-03-03,CT
Arthur,Denny,1822-06-20,M,rep,1865-12-04,1867-03-03,WA
William,Dodge,1805-09-04,M,rep,1865-12-04,1867-03-03,NY
Ebenezer,Dumont,1814-11-23,M,rep,1863-12-07,1865-03-03,IN
John,Farquhar,1818-12-20,M,rep,1865-12-04,1867-03-03,IN
William,Fessenden,1806-10-16,M,rep,1841-05-31,1843-03-03,ME
John,Goodwin,1824-10-18,M,rep,1861-07-04,1863-03-03,ME
Charles,Goodyear,1804-04-26,M,rep,1845-12-01,1847-03-03,NY
Henry,Grider,1796-07-16,M,rep,1843-12-04,1845-03-03,KY
James,Grimes,1816-10-20,M,sen,1859-12-05,1865-03-03,IA
Josiah,Grinnell,1821-12-22,M,rep,1863-12-07,1865-03-03,IA
James,Guthrie,1792-12-05,M,sen,1865-12-04,1869-03-03,KY
Aaron,Harding,1805-02-20,M,rep,1861-07-04,1863-03-03,KY
Benjamin,Harris,1805-12-13,M,rep,1863-12-07,1865-03-03,MD
Roswell,Hart,1824-08-04,M,rep,1865-12-04,1867-03-03,NY
James,Henderson,1810-07-23,M,rep,1865-12-04,1867-03-03,OR
Ralph,Hill,1827-10-12,M,rep,1865-12-04,1867-03-03,IN
John,Hogan,1805-01-02,M,rep,1865-12-04,1867-03-03,MO
Sidney,Holmes,1815-08-14,M,rep,1865-12-04,1867-03-03,NY
Jacob,Howard,1805-07-10,M,rep,1841-05-31,1843-03-03,MI
Demas,Hubbard,1806-01-17,M,rep,1865-12-04,1867-03-03,NY
John,Hubbard,1804-03-24,M,rep,1863-12-07,1865-03-03,CT
Edwin,Hubbell,1815-08-13,M,rep,1865-12-04,1867-03-03,NY
James,Hubbell,1824-07-13,M,rep,1865-12-04,1867-03-03,OH
James,Humphrey,1811-10-09,M,rep,1859-12-05,1861-03-03,NY
John,Hunter,1807-10-15,M,rep,1865-12-04,1867-03-03,NY
Philip,Johnson,1818-01-17,M,rep,1861-07-04,1863-03-03,PA
Morgan,Jones,1830-02-26,M,rep,1865-12-04,1867-03-03,NY
Orlando,Kellogg,1809-06-18,M,rep,1847-12-06,1849-03-03,NY
John,Kelso,1831-03-23,M,rep,1865-12-04,1867-03-03,MO
Andrew,Kuykendall,1815-03-03,M,rep,1865-12-04,1867-03-03,IL
James,Lane,1814-06-22,M,rep,1853-12-05,1855-03-03,IN
George,Latham,1832-03-09,M,rep,1865-12-04,1867-03-03,WV
Francis,Le Blond,1821-02-14,M,rep,1863-12-07,1865-03-03,OH
John,Leftwich,1826-09-07,M,rep,1865-12-04,1867-03-03,TN
John,Longyear,1820-10-22,M,rep,1863-12-07,1865-03-03,MI
Walter,McIndoe,1819-03-30,M,rep,1861-07-04,1863-03-03,WI
Samuel,McLean,1826-08-07,M,rep,1863-12-07,1865-03-03,MT
Donald,McRuer,1826-03-10,M,rep,1865-12-04,1867-03-03,CA
Daniel,Morris,1812-01-04,M,rep,1863-12-07,1865-03-03,NY
William,Newell,1817-09-05,M,rep,1847-12-06,1849-03-03,NJ
Daniel,Norton,1829-04-12,M,sen,1865-12-04,1871-03-03,MN
William,Radford,1814-06-24,M,rep,1863-12-07,1865-03-03,NY
William,Randall,1812-07-15,M,rep,1863-12-07,1865-03-03,KY
Henry,Raymond,1820-01-24,M,rep,1865-12-04,1867-03-03,NY
Alexander,Rice,1818-08-30,M,rep,1859-12-05,1861-03-03,MA
John,Rice,1816-02-05,M,rep,1861-07-04,1863-03-03,ME
Burwell,Ritter,1810-01-06,M,rep,1865-12-04,1867-03-03,KY
Andrew,Rogers,1828-07-01,M,rep,1863-12-07,1865-03-03,NJ
Lovell,Rousseau,1818-08-04,M,rep,1865-12-04,1867-03-03,KY
Willard,Saulsbury,1820-06-02,M,sen,1859-12-05,1865-03-03,DE
George,Shanklin,1807-12-23,M,rep,1865-12-04,1867-03-03,KY
Ithamar,Sloan,1822-05-09,M,rep,1863-12-07,1865-03-03,WI
Green,Smith,1826-07-04,M,rep,1863-12-07,1865-03-03,KY
John,Starr,1818-03-25,M,rep,1863-12-07,1865-03-03,NJ
Thomas,Stilwell,1830-08-29,M,rep,1865-12-04,1867-03-03,IN
Myer,Strouse,1825-12-16,M,rep,1863-12-07,1865-03-03,PA
Nathaniel,Taylor,1819-12-29,M,rep,1853-12-05,1855-03-03,TN
Nelson,Taylor,1821-06-08,M,rep,1865-12-04,1867-03-03,NY
Martin,Thayer,1819-01-27,M,rep,1863-12-07,1865-03-03,PA
John,Thomas,1835-05-20,M,rep,1865-12-04,1867-03-03,MD
Anthony,Thornton,1814-11-09,M,rep,1865-12-04,1867-03-03,IL
Andrew,Ward,1815-01-03,M,rep,1865-12-04,1867-03-03,KY
Samuel,Warner,1828-06-14,M,rep,1865-12-04,1867-03-03,CT
Edwin,Webster,1829-03-31,M,rep,1859-12-05,1861-03-03,MD
John,Wentworth,1815-03-05,M,rep,1843-12-04,1845-03-03,IL
Kellian,Whaley,1821-05-06,M,rep,1861-07-04,1863-03-03,VA
Waitman,Willey,1811-10-18,M,sen,1861-07-04,1863-03-03,VA
George,Williams,1823-03-26,M,sen,1865-12-04,1871-03-03,OR
Charles,Winfield,1822-04-22,M,rep,1863-12-07,1865-03-03,NY
Edwin,Wright,1812-01-02,M,rep,1865-12-04,1867-03-03,NJ
Richard,Yates,1815-01-18,M,rep,1851-12-01,1853-03-03,IL
Alexander,Cattell,1816-02-12,M,sen,1866-01-01,1871-03-03,NJ
George,Fogg,1813-05-26,M,sen,1866-01-01,1867-03-03,NH
Joseph,Fowler,1820-08-31,M,sen,1866-01-01,1871-03-03,TN
David,Patterson,1818-02-28,M,sen,1866-01-01,1869-03-03,TN
Edmund,Ross,1826-12-07,M,sen,1866-01-01,1871-03-03,KS
George,Anderson,1832-05-22,M,rep,1865-12-04,1867-03-03,MO
Delos,Ashley,1828-02-19,M,rep,1865-12-04,1867-03-03,NV
James,Ashley,1824-11-14,M,rep,1859-12-05,1861-03-03,OH
John,Baldwin,1809-09-28,M,rep,1863-12-07,1865-03-03,MA
Demas,Barnes,1827-04-04,M,rep,1867-03-04,1869-03-03,NY
Coles,Bashford,1816-01-24,M,rep,1867-03-04,1869-03-03,AZ
James,Bayard,1799-11-15,M,sen,1851-12-01,1857-03-03,DE
William,Blackburn,1820-07-24,M,rep,1867-03-04,1869-03-03,LA
Nathaniel,Boyden,1796-08-16,M,rep,1847-12-06,1849-03-03,NC
Benjamin,Boyer,1823-01-22,M,rep,1865-12-04,1867-03-03,PA
Henry,Bromwell,1823-08-26,M,rep,1865-12-04,1867-03-03,IL
John,Broomall,1816-01-19,M,rep,1863-12-07,1865-03-03,PA
Ralph,Buckland,1812-01-20,M,rep,1865-12-04,1867-03-03,OH
Walter,Burleigh,1820-10-25,M,rep,1865-12-04,1867-03-03,DK
John,Callis,1828-01-03,M,rep,1867-03-04,1869-03-03,AL
Samuel,Cary,1814-02-18,M,rep,1867-03-04,1869-03-03,OH
John,Chanler,1826-09-14,M,rep,1863-12-07,1865-03-03,NY
Reader,Clarke,1812-05-18,M,rep,1865-12-04,1867-03-03,OH
Charles,Clever,1830-02-23,M,rep,1867-03-04,1869-03-03,NM
Cornelius,Cole,1822-09-17,M,rep,1863-12-07,1865-03-03,CA
Schuyler,Colfax,1823-03-23,M,rep,1855-12-03,1857-03-03,IN
Henry,Corbett,1827-02-18,M,sen,1867-03-04,1873-03-03,OR
Manuel,Corley,1823-02-10,M,rep,1867-03-04,1869-03-03,SC
Garrett,Davis,1801-09-10,M,rep,1839-12-02,1841-03-03,KY
Columbus,Delano,1809-06-04,M,rep,1845-12-01,1847-03-03,OH
Charles,Denison,1818-01-23,M,rep,1863-12-07,1865-03-03,PA
Grenville,Dodge,1831-04-12,M,rep,1867-03-04,1869-03-03,IA
Ignatius,Donnelly,1831-11-03,M,rep,1863-12-07,1865-03-03,MN
Charles,Drake,1811-04-11,M,sen,1867-03-04,1871-03-03,MO
John,Driggs,1813-03-08,M,rep,1863-12-07,1865-03-03,MI
Ephraim,Eckley,1811-12-09,M,rep,1863-12-07,1865-03-03,OH
Benjamin,Eggleston,1816-01-03,M,rep,1865-12-04,1867-03-03,OH
Thomas,Eliot,1808-03-20,M,rep,1853-12-05,1855-03-03,MA
James,Elliott,1823-04-22,M,rep,1867-03-04,1869-03-03,AR
William,Fields,1804-02-13,M,rep,1867-03-04,1869-03-03,NY
Darwin,Finney,1814-08-11,M,rep,1867-03-04,1869-03-03,PA
Alvan,Flanders,1825-08-02,M,rep,1867-03-04,1869-03-03,WA
John,French,1819-05-28,M,rep,1867-03-04,1869-03-03,NC
Adam,Glossbrenner,1810-08-31,M,rep,1865-12-04,1867-03-03,PA
James,Goss,1820-08-09,M,rep,1867-03-04,1869-03-03,SC
Joseph,Gravely,1828-09-25,M,rep,1867-03-04,1869-03-03,MO
John,Griswold,1822-11-11,M,rep,1863-12-07,1865-03-03,NY
Asa,Grover,1819-02-18,M,rep,1867-03-04,1869-03-03,KY
Cornelius,Hamilton,1821-01-02,M,rep,1867-03-04,1869-03-03,OH
Abner,Harding,1807-02-10,M,rep,1865-12-04,1867-03-03,IL
James,Harlan,1820-08-26,M,sen,1855-12-03,1861-03-03,IA
Thomas,Haughey,#N/A,M,rep,1867-03-04,1869-03-03,AL
William,Higby,1813-08-18,M,rep,1863-12-07,1865-03-03,CA
James,Hinds,1833-12-05,M,rep,1867-03-04,1869-03-03,AR
Elijah,Hise,1802-07-04,M,rep,1865-12-04,1867-03-03,KY
Edward,Holbrook,1836-05-06,M,rep,1865-12-04,1867-03-03,ID
Julius,Hotchkiss,1810-07-11,M,rep,1867-03-04,1869-03-03,CT
Asahel,Hubbard,1819-01-19,M,rep,1863-12-07,1865-03-03,IA
Chester,Hubbard,1814-11-25,M,rep,1865-12-04,1867-03-03,WV
Richard,Hubbard,1818-09-07,M,rep,1867-03-04,1869-03-03,CT
Calvin,Hulburd,1809-06-05,M,rep,1863-12-07,1865-03-03,NY
James,Humphrey,1819-09-21,M,rep,1865-12-04,1867-03-03,NY
Francis,Kellogg,1810-05-30,M,rep,1859-12-05,1861-03-03,MI
Bethuel,Kitchen,1812-03-21,M,rep,1867-03-04,1869-03-03,WV
William,Koontz,1830-07-15,M,rep,1865-12-04,1867-03-03,PA
William,Lincoln,1813-08-13,M,rep,1867-03-04,1869-03-03,NY
Benjamin,Loan,1819-10-04,M,rep,1863-12-07,1865-03-03,MO
Rufus,Mallory,1831-01-10,M,rep,1867-03-04,1869-03-03,OR
James,Mann,1822-06-22,M,rep,1867-03-04,1869-03-03,LA
Turner,Marquette,1831-07-19,M,rep,1865-12-04,1867-03-03,NE
James,Marvin,1809-02-27,M,rep,1863-12-07,1865-03-03,NY
Joseph,McClurg,1818-02-22,M,rep,1863-12-07,1865-03-03,MO
Hiram,McCullough,1813-09-26,M,rep,1865-12-04,1867-03-03,MD
Samuel,McKee,1833-11-05,M,rep,1865-12-04,1867-03-03,KY
George,Miller,1809-09-05,M,rep,1865-12-04,1867-03-03,PA
James,Moorhead,1806-09-07,M,rep,1859-12-05,1861-03-03,PA
James,Mullins,1807-09-15,M,rep,1867-03-04,1869-03-03,TN
Carman,Newcomb,1830-07-01,M,rep,1867-03-04,1869-03-03,MO
John,Nicholson,1827-11-17,M,rep,1865-12-04,1867-03-03,DE
Thomas,Noell,1839-04-03,M,rep,1865-12-04,1867-03-03,MO
Benjamin,Norris,1819-01-22,M,rep,1867-03-04,1869-03-03,AL
James,Nye,1815-06-10,M,sen,1864-01-01,1867-03-03,NV
James,Patterson,1823-07-02,M,rep,1863-12-07,1865-03-03,NH
Sidney,Perham,1819-03-27,M,rep,1863-12-07,1865-03-03,ME
Solomon,Pettis,1827-10-10,M,rep,1867-03-04,1869-03-03,PA
Charles,Phelps,1833-05-01,M,rep,1865-12-04,1867-03-03,MD
Charles,Pierce,1823-10-07,M,rep,1867-03-04,1869-03-03,AL
Frederick,Pike,1816-12-09,M,rep,1861-07-04,1863-03-03,ME
William,Pile,1829-02-11,M,rep,1867-03-04,1869-03-03,MO
Tobias,Plants,1811-03-17,M,rep,1865-12-04,1867-03-03,OH
Daniel,Polsley,1803-11-28,M,rep,1867-03-04,1869-03-03,WV
Samuel,Pomeroy,1816-01-03,M,sen,1861-07-04,1867-03-03,KS
Theodore,Pomeroy,1824-12-31,M,rep,1861-07-04,1863-03-03,NY
John,Pruyn,1811-06-22,M,rep,1863-12-07,1865-03-03,NY
Green,Raum,1829-12-03,M,rep,1867-03-04,1869-03-03,IL
William,Robertson,1823-10-10,M,rep,1867-03-04,1869-03-03,NY
Lewis,Ross,1812-12-08,M,rep,1863-12-07,1865-03-03,IL
Lewis,Selye,1803-07-11,M,rep,1867-03-04,1869-03-03,NY
Charles,Sitgreaves,1803-04-22,M,rep,1865-12-04,1867-03-03,NJ
Rufus,Spalding,1798-05-03,M,rep,1863-12-07,1865-03-03,OH
Thaddeus,Stevens,1792-04-04,M,rep,1849-12-03,1851-03-03,PA
Thomas,Stewart,1824-09-22,M,rep,1867-03-04,1869-03-03,NY
John,Stover,1833-04-24,M,rep,1867-03-04,1869-03-03,MO
Stephen,Taber,1821-03-07,M,rep,1865-12-04,1867-03-03,NY
John,Thayer,1820-01-24,M,sen,1867-03-04,1871-03-03,NE
Francis,Thomas,1799-02-03,M,rep,1831-12-05,1833-03-03,MD
John,Trimble,1812-02-07,M,rep,1867-03-04,1869-03-03,TN
Rowland,Trowbridge,1821-06-18,M,rep,1861-07-04,1863-03-03,MI
Lyman,Trumbull,1813-10-12,M,sen,1855-12-03,1861-03-03,IL
Charles,Upson,1821-03-19,M,rep,1863-12-07,1865-03-03,MI
Burt,Van Horn,1823-10-28,M,rep,1861-07-04,1863-03-03,NY
Michel,Vidal,1824-10-01,M,rep,1867-03-04,1869-03-03,LA
Henry,Washburn,1832-03-28,M,rep,1865-12-04,1867-03-03,IN
Thomas,Williams,1806-08-28,M,rep,1863-12-07,1865-03-03,PA
Stephen,Wilson,1821-09-04,M,rep,1865-12-04,1867-03-03,PA
Frederick,Woodbridge,1818-08-29,M,rep,1863-12-07,1865-03-03,VT
Joseph,Abbott,1825-07-15,M,sen,1868-01-01,1871-03-03,NC
John,Harris,1825-12-18,M,sen,1868-01-01,1871-03-03,LA
Alexander,McDonald,1832-04-10,M,sen,1868-01-01,1871-03-03,AR
Thomas,Osborn,1833-03-09,M,sen,1868-01-01,1873-03-03,FL
John,Pool,1826-06-16,M,sen,1868-01-01,1873-03-03,NC
Benjamin,Rice,1828-05-26,M,sen,1868-01-01,1873-03-03,AR
Frederick,Sawyer,1822-12-12,M,sen,1868-01-01,1873-03-03,SC
George,Vickers,1801-11-19,M,sen,1868-01-01,1873-03-03,MD
Willard,Warner,1826-09-04,M,sen,1868-01-01,1871-03-03,AL
Adonijah,Welch,1821-04-12,M,sen,1868-01-01,1869-03-03,FL
William,Armstrong,1824-09-07,M,rep,1869-03-04,1871-03-03,PA
Samuel,Arnell,1833-05-03,M,rep,1865-12-04,1867-03-03,TN
Joel,Asper,1822-04-20,M,rep,1869-03-04,1871-03-03,MO
David,Atwood,1815-12-15,M,rep,1869-03-04,1871-03-03,WI
Samuel,Axtell,1819-10-14,M,rep,1867-03-04,1869-03-03,CA
Richard,Ayer,1829-10-09,M,rep,1869-03-04,1871-03-03,VA
Alexander,Bailey,1817-08-14,M,rep,1867-03-04,1869-03-03,NY
Fernando,Beaman,1814-06-28,M,rep,1861-07-04,1863-03-03,MI
John,Benjamin,1817-01-23,M,rep,1865-12-04,1867-03-03,MO
David,Bennett,1811-05-03,M,rep,1869-03-04,1871-03-03,NY
Jacob,Benton,1814-08-19,M,rep,1867-03-04,1869-03-03,NH
Marion,Bethune,1816-04-08,M,rep,1869-03-04,1871-03-03,GA
George,Booker,1821-12-05,M,rep,1869-03-04,1871-03-03,VA
Arthur,Boreman,1823-07-24,M,sen,1869-03-04,1875-03-03,WV
Christopher,Bowen,1832-01-05,M,rep,1867-03-04,1869-03-03,SC
Sempronius,Boyd,1828-05-28,M,rep,1863-12-07,1865-03-03,MO
Allen,Bradford,1815-07-23,M,rep,1865-12-04,1867-03-03,CO
William,Brownlow,1805-08-29,M,sen,1869-03-04,1875-03-03,TN
Alfred,Buck,1832-02-07,M,rep,1869-03-04,1871-03-03,AL
William,Buckingham,1804-05-28,M,sen,1869-03-04,1875-03-03,CT
Albert,Burr,1829-11-08,M,rep,1867-03-04,1869-03-03,IL
Henry,Cake,1827-10-06,M,rep,1867-03-04,1869-03-03,PA
Hervey,Calkin,1828-03-23,M,rep,1869-03-04,1871-03-03,NY
Eugene,Casserly,1820-11-13,M,sen,1869-03-04,1873-12-31,CA
James,Cavanaugh,1823-07-04,M,rep,1857-12-07,1859-03-03,MN
José,Chaves,1833-06-27,M,rep,1865-12-04,1867-03-03,NM
John,Churchill,1821-01-17,M,rep,1867-03-04,1869-03-03,NY
Sidney,Clarke,1831-10-16,M,rep,1865-12-04,1867-03-03,KS
Orestes,Cleveland,1829-03-02,M,rep,1869-03-04,1871-03-03,NJ
Joseph,Clift,1837-09-30,M,rep,1867-03-04,1869-03-03,GA
Amasa,Cobb,1823-09-27,M,rep,1863-12-07,1865-03-03,WI
Stephen,Corker,1830-05-07,M,rep,1869-03-04,1871-03-03,GA
John,Covode,1808-03-17,M,rep,1855-12-03,1857-03-03,PA
George,Cowles,1823-12-06,M,rep,1869-03-04,1871-03-03,NY
Noah,Davis,1818-09-10,M,rep,1869-03-04,1871-03-03,NY
Edward,Degener,1809-10-20,M,rep,1869-03-04,1871-03-03,TX
John,Deweese,1835-06-04,M,rep,1867-03-04,1869-03-03,NC
Edward,Dickinson,1829-01-21,M,rep,1869-03-04,1871-03-03,OH
Joseph,Dixon,1828-04-09,M,rep,1869-03-04,1871-03-03,NC
Nathan,Dixon,1812-05-01,M,rep,1849-12-03,1851-03-03,RI
Oliver,Dockery,1830-08-12,M,rep,1867-03-04,1869-03-03,NC
Joseph,Donley,1838-10-10,M,rep,1869-03-04,1871-03-03,PA
Isaac,Duval,1824-09-01,M,rep,1869-03-04,1871-03-03,WV
David,Dyer,1838-02-12,M,rep,1869-03-04,1871-03-03,MO
William,Edwards,1835-11-09,M,rep,1867-03-04,1869-03-03,GA
Jacob,Ela,1820-07-18,M,rep,1867-03-04,1869-03-03,NH
Reuben,Fenton,1819-07-04,M,rep,1853-12-05,1855-03-03,NY
Orange,Ferriss,1814-11-26,M,rep,1867-03-04,1869-03-03,NY
John,Fisher,1806-03-13,M,rep,1869-03-04,1871-03-03,NY
Thomas,Fitch,1838-01-27,M,rep,1869-03-04,1871-03-03,NV
John,Fox,1835-06-30,M,rep,1867-03-04,1869-03-03,NY
James,Gibson,1812-02-18,M,rep,1869-03-04,1871-03-03,VA
Abijah,Gilbert,1806-06-18,M,rep,1849-12-03,1851-03-03,CA
Calvin,Gilfillan,1832-02-20,M,rep,1869-03-04,1871-03-03,PA
Jacob,Golladay,1819-01-19,M,rep,1867-03-04,1869-03-03,KY
Samuel,Gove,1822-03-09,M,rep,1867-03-04,1869-03-03,GA
George,Greene,1831-07-04,M,rep,1869-03-04,1871-03-03,NY
John,Griswold,1822-11-18,M,rep,1869-03-04,1871-03-03,NY
Charles,Haight,1838-01-04,M,rep,1867-03-04,1869-03-03,NJ
Patrick,Hamill,1817-04-28,M,rep,1869-03-04,1871-03-03,MD
Charles,Hamilton,1840-11-01,M,rep,1867-03-04,1869-03-03,FL
William,Hamilton,1820-09-08,M,rep,1849-12-03,1851-03-03,MD
Isaac,Hawkins,1818-05-16,M,rep,1865-12-04,1867-03-03,TN
David,Heaton,1823-03-10,M,rep,1867-03-04,1869-03-03,NC
Robert,Heflin,1815-04-15,M,rep,1869-03-04,1871-03-03,AL
Truman,Hoag,1816-04-09,M,rep,1869-03-04,1871-03-03,OH
Charles,Holmes,1827-10-24,M,rep,1869-03-04,1871-03-03,NY
Benjamin,Hopkins,1829-04-22,M,rep,1867-03-04,1869-03-03,WI
Giles,Hotchkiss,1815-10-25,M,rep,1863-12-07,1865-03-03,NY
Ebon,Ingersoll,1831-12-12,M,rep,1863-12-07,1865-03-03,IL
Thomas,Jenckes,1818-11-02,M,rep,1863-12-07,1865-03-03,RI
James,Johnson,1829-05-16,M,rep,1867-03-04,1869-03-03,CA
Alexander,Jones,1822-07-21,M,rep,1865-12-04,1867-03-03,NC
Norman,Judd,1815-01-10,M,rep,1867-03-04,1869-03-03,IL
George,Julian,1817-05-05,M,rep,1849-12-03,1851-03-03,IN
William,Kelsey,1812-10-02,M,rep,1855-12-03,1857-03-03,NY
Charles,Knapp,1797-10-08,M,rep,1869-03-04,1871-03-03,NY
Addison,Laflin,1823-10-24,M,rep,1865-12-04,1867-03-03,NY
Israel,Lash,1810-08-18,M,rep,1867-03-04,1869-03-03,NC
Jefferson,Long,1836-03-03,M,rep,1869-03-04,1871-03-03,GA
John,Manning,1830-07-30,M,rep,1869-03-04,1871-03-03,NC
Dennis,McCarthy,1814-03-19,M,rep,1867-03-04,1869-03-03,NY
Lewis,McKenzie,1810-10-07,M,rep,1861-07-04,1863-03-03,VA
William,Milnes,1827-12-08,M,rep,1869-03-04,1871-03-03,VA
John,Moffet,1831-04-05,M,rep,1869-03-04,1871-03-03,PA
Eliakim,Moore,1812-06-19,M,rep,1869-03-04,1871-03-03,OH
William,Moore,1810-12-25,M,rep,1867-03-04,1869-03-03,NJ
Daniel,Morrell,1821-08-08,M,rep,1867-03-04,1869-03-03,PA
Samuel,Morrill,1816-02-11,M,rep,1869-03-04,1871-03-03,ME
John,Morrissey,1831-02-12,M,rep,1867-03-04,1869-03-03,NY
William,Mungen,1821-05-12,M,rep,1867-03-04,1869-03-03,OH
Joseph,Newsham,1837-05-24,M,rep,1867-03-04,1869-03-03,LA
Stephen,Nuckolls,1825-08-16,M,rep,1869-03-04,1871-03-03,WY
Halbert,Paine,1826-02-04,M,rep,1865-12-04,1867-03-03,WI
William,Paine,1817-10-10,M,rep,1869-03-04,1871-03-03,GA
Darwin,Phelps,1807-04-17,M,rep,1869-03-04,1871-03-03,PA
Charles,Pomeroy,1825-09-03,M,rep,1869-03-04,1871-03-03,IA
Daniel,Pratt,1813-10-26,M,sen,1869-03-04,1875-03-03,IN
Charles,Prince,1837-05-09,M,rep,1867-03-04,1869-03-03,GA
William,Prosser,1834-03-16,M,rep,1869-03-04,1871-03-03,TN
Alexander,Ramsey,1815-09-08,M,rep,1843-12-04,1845-03-03,PA
John,Reading,1826-11-01,M,rep,1869-03-04,1871-03-03,PA
Henry,Reeves,1832-12-07,M,rep,1869-03-04,1871-03-03,NY
Robert,Ridgway,1823-04-21,M,rep,1867-03-04,1869-03-03,VA
Anthony,Rogers,1821-02-14,M,rep,1869-03-04,1871-03-03,AR
Logan,Roots,1841-03-26,M,rep,1867-03-04,1869-03-03,AR
Stephen,Sanford,1826-05-26,M,rep,1869-03-04,1871-03-03,NY
Robert,Schenck,1809-10-04,M,rep,1843-12-04,1845-03-03,OH
Carl,Schurz,1829-03-02,M,sen,1869-03-04,1875-03-03,MO
John,Scott,1824-07-24,M,sen,1869-03-04,1875-03-03,PA
Jacob,Shafer,1823-12-26,M,rep,1869-03-04,1871-03-03,ID
Porter,Sheldon,1831-09-29,M,rep,1869-03-04,1871-03-03,NY
William,Sherrod,1835-08-17,M,rep,1869-03-04,1871-03-03,AL
Joseph,Smith,1824-06-20,M,rep,1869-03-04,1871-03-03,OR
William,Smith,1823-09-24,M,rep,1869-03-04,1871-03-03,TN
William,Smyth,1824-01-03,M,rep,1869-03-04,1871-03-03,IA
Solomon,Spink,1831-03-20,M,rep,1869-03-04,1871-03-03,DK
William,Sprague,1830-09-12,M,sen,1863-12-07,1869-03-03,RI
Aaron,Stevens,1819-08-09,M,rep,1867-03-04,1869-03-03,NH
John,Stiles,1822-01-15,M,rep,1861-07-04,1863-03-03,PA
John,Stockton,1826-08-02,M,sen,1865-12-04,1867-03-03,NJ
William,Stokes,1814-09-09,M,rep,1859-12-05,1861-03-03,TN
Frederick,Stone,1820-02-07,M,rep,1867-03-04,1869-03-03,MD
Peter,Strader,1818-11-06,M,rep,1869-03-04,1871-03-03,OH
Randolph,Strickland,1823-02-04,M,rep,1869-03-04,1871-03-03,MI
Charles,Sumner,1811-01-06,M,sen,1851-12-01,1857-03-03,MA
William,Sweeney,1832-05-05,M,rep,1869-03-04,1871-03-03,KY
Adolphus,Tanner,1833-05-23,M,rep,1869-03-04,1871-03-03,NY
Caleb,Taylor,1813-07-27,M,rep,1867-03-04,1869-03-03,PA
Nelson,Tift,1810-07-23,M,rep,1867-03-04,1869-03-03,GA
Lewis,Tillman,1816-08-18,M,rep,1869-03-04,1871-03-03,TN
Thomas,Tipton,1817-08-05,M,sen,1867-03-04,1869-03-03,NE
Lawrence,Trimble,1825-08-26,M,rep,1865-12-04,1867-03-03,KY
Daniel,Van Auken,1826-01-15,M,rep,1867-03-04,1869-03-03,PA
Hamilton,Ward,1829-07-03,M,rep,1865-12-04,1867-03-03,NY
Cadwallader,Washburn,1818-04-22,M,rep,1855-12-03,1857-03-03,WI
Elihu,Washburne,1816-09-23,M,rep,1853-12-05,1855-03-03,IL
Martin,Welker,1819-04-25,M,rep,1865-12-04,1867-03-03,OH
George,Whitmore,1824-08-26,M,rep,1869-03-04,1871-03-03,TX
Benjamin,Whittemore,1824-05-18,M,rep,1867-03-04,1869-03-03,SC
Morton,Wilkinson,1819-01-22,M,sen,1859-12-05,1865-03-03,MN
Eugene,Wilson,1833-12-25,M,rep,1869-03-04,1871-03-03,MN
James,Winans,1818-06-07,M,rep,1869-03-04,1871-03-03,OH
John,Witcher,1839-07-15,M,rep,1869-03-04,1871-03-03,WV
William,Wolf,1833-12-01,M,rep,1869-03-04,1871-03-03,IA
George,Woodward,1809-03-26,M,rep,1867-03-04,1869-03-03,PA
Adelbert,Ames,1835-10-31,M,sen,1870-01-01,1875-03-03,MS
James,Flanagan,1805-09-05,M,sen,1870-01-01,1875-03-03,TX
Morgan,Hamilton,1809-02-25,M,sen,1870-03-31,1871-03-03,TX
